商场,商場,shāngchǎng,shopping mall,,
洲,洲,zhōu,continent; river island,,
声,聲,shēng,sound; voice,,
户,戶,hù,household; door,,
凯里,凱里,Kǎilǐ,Kaili City,,
荷花,荷花,héhuā,lotus flower,,
黄瓜,黃瓜,huánggua,cucumber,,
通心菜,通心菜,tōngxīncài,water spinach,,
榕树,榕樹,róngshù,banyan tree,,
潇湘,瀟湘,Xiāoxiāng,poetic name for Xiang River region,,
王老吉,王老吉,Wánglǎojí,Wong Lo Kat (beverage brand),,
开瓶器,開瓶器,kāipíngqì,bottle opener,,
中国美术馆,中國美術館,Zhōngguó Měishùguǎn,National Art Museum of China,,
甜菜,甜菜,tiáncài,beet,,
红菜头,紅菜頭,hóngcàitóu,beetroot,,
燕麦粥,燕麥粥,yànmàizhōu,oatmeal porridge,,
椰奶,椰奶,yēnǎi,coconut milk,,
蚝油,蠔油,háoyóu,oyster sauce,,
粥,粥,zhōu,congee,,
橙汁,橙汁,chéngzhī,orange juice,,
华侨,華僑,huáqiáo,overseas Chinese,,
功夫,功夫,gōngfu,kung fu,,
厦门,廈門,Xiàmén,Xiamen,,
佛教徒,佛教徒,Fójiàotú,Buddhist,,
树叶,樹葉,shùyè,leaves,,
玉,玉,yù,jade,,
肖像,肖像,xiàoxiàng,portrait,,
行动电源,行動電源,xíngdòngdiànyuán,power bank,,
牵牛花,牽牛花,qiānniúhuā,morning glory,,
喇叭花,喇叭花,lǎbahuā,morning glory,,
搅拌,攪拌,jiǎobàn,stir; mix,,
带走,帶走,dàizǒu,take away,,
中南海,中南海,Zhōngnánhǎi,Zhongnanhai,,
鼓浪屿,鼓浪嶼,Gǔlàngyǔ,Gulangyu Island,,
繁体,繁體,fántǐ,traditional Chinese characters,,
江山,江山,jiāngshān,landscape; country,,
小皇帝,小皇帝,xiǎohuángdì,spoiled child,,
或者,或者,huòzhě,or; perhaps,,
岭南文化,嶺南文化,Lǐngnán wénhuà,Lingnan culture,,
羊肚菌,羊肚菌,yángdùjùn,morel mushroom,,
围棋,圍棋,wéiqí,Go game,,
负,負,fù,carry on the back,,
松树,松樹,sōngshù,pine tree,,
糖葫芦,糖葫蘆,tánghúlu,candied hawthorn,,
陈皮,陳皮,chénpí,dried tangerine peel,,
橙皮,橙皮,chéngpí,orange peel,,
园,園,yuán,garden,,
朴,樸,pǔ,plain; simple,,
平遥,平遙,Píngyáo,Pingyao,,
庆,慶,qìng,celebrate,,
