凉茶,涼茶,liángchá,herbal tea,,
卫生,衛生,wèishēng,hygiene,,
江山如画,江山如畫,jiāngshān rúhuà,picturesque scenery,,
运动,運動,yùndòng,exercise; sports,,
喷,噴,pēn,spray,,
花束,花束,huāshù,bouquet,,
寺,寺,sì,temple,,
龙华,龍華,Lónghuá,Longhua,,
家乡,家鄉,jiāxiāng,hometown,,
现金,現金,xiànjīn,cash,,
现,現,xiàn,appear; now,,
湛江市,湛江市,Zhànjiāng Shì,Zhanjiang City,,
淮海,淮海,Huái-Hǎi,Huai-Hai region,,
淮海地区,淮海地區,Huáihǎi dìqū,Huaihai region,,
淮海战役,淮海戰役,Huáihǎi zhànyì,Huaihai Campaign,,
武昌起义,武昌起義,Wǔchāng Qǐyì,Wuchang Uprising,,
巴金,巴金,Bā Jīn,Ba Jin,,
宋庆龄,宋慶齡,Sòng Qìnglíng,Song Qingling,,
送秋波,送秋波,sòng qiūbō,cast amorous glances,,
师傅,師傅,shīfu,master; skilled worker,,
寒秋,寒秋,hánqiū,late autumn,,
大力士,大力士,dàlìshì,strongman,,
山楂,山楂,shānzhā,hawthorn,,
草莓,草莓,cǎoméi,strawberry,,
兔,兔,tù,rabbit,,
陈毅,陳毅,Chén Yì,Chen Yi,,
外滩,外灘,wàitān,the Bund,,
梳子,梳子,shūzi,comb,,
钱包,錢包,qiánbāo,wallet,,
复兴,復興,fùxīng,revive; rejuvenate,,
中国结,中國結,Zhōngguó jié,Chinese knot,,
词源,詞源,cíyuán,etymology,,
字,字,zì,character,,
格,格,gé,grammatical unit,,
田,田,tián,field,,
民主,民主,mínzhǔ,democracy,,
先辈,先輩,xiānbèi,forebears,,
开封,開封,Kāifēng,Kaifeng,,
藕粉,藕粉,ǒufěn,lotus root starch,,
锅盔,鍋盔,guōkuī,round baked flatbread,,
豉,豉,chǐ,fermented soybeans,,
柯,柯,kē,branch; axe handle,,
寿,壽,shòu,longevity,,
武林,武林,wǔlín,martial arts circles,,
江湖,江湖,jiānghú,martial world,,
样板间,樣板間,yàngbǎnjiān,showroom,,
春节,春節,Chūn Jié,Spring Festival,,
练习,練習,liànxí,practice,,
精制品,精製品,jīngzhìpǐn,refined products,,
词汇,詞彙,cíhuì,vocabulary,,
