不错,不錯,bù cuò,not bad; pretty good,,
这是,這是,zhè shì...,this is...,,
别这样,別這樣,bié zhè yàng,don't do that; don't be like this,,
对,對,duì,correct; right,,
跟我来,跟我來,gēn wǒ lái,come with me,,
但是,但是,dàn shì,but; however,,
不客气,不客氣,bù kè qi,you're welcome,,
长官,長官,zhǎng guān,officer; sir,,
走开,走開,zǒu kāi,go away; back off,,
不要,不要,bù yào!,don't!,,
片名,片名,piàn míng:,title:,,
去吧,去吧,qù ba,go ahead; go on,,
对啊,對啊,duì a,yeah; right,,
我知道了,我知道了,wǒ zhī dào le,got it; I understand now,,
好吗,好嗎,hǎo ma?,okay?,,
主演,主演,zhǔ yǎn:,starring:,,
给你,給你,gěi nǐ,here you go; for you,,
噢,噢,ō!,oh!,,
这里,這裡,zhè lǐ,here,,
耶,耶,yē,yay!,,
妈的,媽的,mā de!,damn it!,,
你知道,你知道,nǐ zhī dào,you know,,
告诉我,告訴我,gào sù wǒ,tell me,,
停,停,tíng,stop,,
来了,來了,lái le,coming; arrived,,
我们,我們,wǒ men...,we...,,
别担心,別擔心,bié dān xīn,don't worry,,
對不起,對不起,duì bù qǐ,sorry,,
嘿,嘿,hēi.,hey.,,
你在干什么,你在幹什麼,nǐ zài gàn shén me?,what are you doing?,,
加油,加油,jiā yóu,come on; keep it up,,
走,走,zǒu!,go!; move!,,
你呢,你呢,nǐ ne?,and you?,,
进来,進來,jìn lái,come in,,
我们走吧,我們走吧,wǒ men zǒu ba,let's go,,
起来,起來,qǐ lái,get up; rise,,
我没有,我沒有,wǒ méi yǒu,I don't have; I didn't,,
号,號,hào,number,,
就这样,就這樣,jiù zhè yàng,that's it; just like this/that,,
我明白,我明白,wǒ míng bái,I understand,,
住手,住手,zhù shǒu!,stop (it)!,,
嘘,噓,xū,shh,,
对了,對了,duì le,"oh, right; by the way",,
老天,老天,lǎo tiān,heavens!,,
当然了,當然了,dāng rán le,of course,,
哈,哈,hā,ha,,
我想,我想,wǒ xiǎng...,I think...; I want to...,,
我很好,我很好,wǒ hěn hǎo,I'm fine,,
因为,因為,yīn wèi...,because...,,
只是,只是,zhǐ shì...,it's just that...; only...,,
