是的,是的,shì de,yes; that's right,,
谢谢,謝謝,xiè xie,thank you,,
好,好,hǎo,good; okay,,
好的,好的,hǎo de,OK; all right,,
嗯,嗯,èn,uh-huh; hmm,,
好吧,好吧,hǎo ba,fine then; all right,,
对,對,duì,correct; right,,
对不起,對不起,duì bù qǐ,sorry; excuse me,,
是,是,shì,to be; yes,,
没有,沒有,méi yǒu,not have; there isn't,,
你好,你好,nǐ hǎo,hello,,
什么,什麼,shén me,what,,
我不知道,我不知道,wǒ bù zhī dào,I don't know,,
没错,沒錯,méi cuò,that's right; exactly,,
嘿,嘿,hēi,hey,,
很好,很好,hěn hǎo,very good; great,,
喂,喂,wèi,hello (on the phone); hey,,
我知道,我知道,wǒ zhī dào,I know,,
怎么了,怎麼了,zěn me le,what's wrong; what happened,,
为什么,為什麼,wèi shén me,why,,
嗨,嗨,hāi,hi,,
再见,再見,zài jiàn,goodbye,,
当然,當然,dāng rán,of course,,
啊,啊,a,ah; particle,,
等等,等等,děng děng,etc.; and so on,,
哦,哦,ó,oh,,
是吗,是嗎,shì ma,is that so? really?,,
好了,好了,hǎo le,alright; done; OK,,
走吧,走吧,zǒu ba,let's go,,
真的,真的,zhēn de,really; truly,,
不,不,bù,no; not,,
快点,快點,kuài diǎn,hurry up,,
不是,不是,bù shì,not; no,,
谢谢你,謝謝你,xiè xie nǐ,thank you,,
天啊,天啊,tiān a,oh my god,,
来吧,來吧,lái ba,come on,,
抱歉,抱歉,bào qiàn,sorry; apologies,,
不要,不要,bù yào,don't; do not want,,
不知道,不知道,bù zhī dào,don't know,,
我,我,wǒ,I; me,,
等一下,等一下,děng yí xià,wait a moment,,
爸爸,爸爸,bà ba,dad; father,,
不行,不行,bù xíng,no way; not allowed,,
呃,呃,è,uh...; er...,,
是啊,是啊,shì a,yeah; that's right,,
噢,噢,ō,oh,,
没事,沒事,méi shì,it's okay; never mind; no problem,,
是的,是的,shì de,yes; that's right,,
太好了,太好了,tài hǎo le,great; excellent,,
该死,該死,gāi sǐ,damn; damn it,,
