陛下,陛下,bìxià,Your Majesty,,
好主意,好主意,hǎo zhǔyi,Good idea,,
是长官,是長官,shì zhǎngguān,"Yes, sir",,
去死吧,去死吧,qù sǐ ba,Go to hell!,,
快去,快去,kuài qù,Go quickly,,
怎样,怎樣,zěnyàng,How?,,
够了,夠了,gòu le,Enough!,,
没事吧,沒事吧,méi shì ba,Are you okay?,,
幸会,幸會,xìnghuì,Pleasure to meet you,,
警察,警察,jǐngchá,Police,,
遵命,遵命,zūnmìng,As you command,,
还没有,還沒有,hái méiyǒu,Not yet,,
冷静点,冷靜點,lěngjìng diǎn,Calm down,,
有人吗,有人嗎,yǒu rén ma,Anyone there?,,
怎么啦,怎麼啦,zěnme la,What's wrong?,,
操,操,cāo,Fuck!,,
翻译,翻譯,fānyì,Translation:,,
各位,各位,gèwèi,Everyone,,
夫人,夫人,fūrén,Madam,,
我做不到,我做不到,wǒ zuò bú dào,I can't do it,,
不是吗,不是嗎,bú shì ma,Isn't it?,,
早,早,zǎo,Morning,,
走吧,走吧,zǒu ba,Let's go!,,
算了吧,算了吧,suàn le ba,Forget it,,
我就知道,我就知道,wǒ jiù zhīdào,I knew it,,
没关系,沒關係,méi guānxi,It's okay,,
辛苦了,辛苦了,xīnkǔ le,Thanks for your hard work,,
谢谢你,謝謝你,xièxie nǐ,Thank you,,
冷静,冷靜,lěngjìng,Calm,,
我想是的,我想是的,wǒ xiǎng shì de,I think so,,
出去,出去,chūqù,Get out!,,
他来了,他來了,tā lái le,He's here,,
欢迎,歡迎,huānyíng,Welcome,,
快点,快點,kuài diǎn,Hurry up,,
嗯哼,嗯哼,èn hēng,Uh-huh,,
天,天,tiān,Heavens!,,
查理,查理,Chálǐ,Charlie,,
医生,醫生,yīshēng,Doctor,,
你说得对,你說得對,nǐ shuō de duì,You're right,,
我的意思是,我的意思是,wǒ de yìsi shì...,What I mean is...,,
不是吗,不是嗎,bú shì ma,Isn't it?,,
准备好了,準備好了,zhǔnbèi hǎo le,Ready,,
不能,不能,bù néng,Can't,,
你好,你好,nǐ hǎo,Hello?,,
开火,開火,kāihuǒ,Open fire,,
那好,那好,nà hǎo,All right then,,
快来,快來,kuài lái,Come quickly,,
笨蛋,笨蛋,bèndàn,Idiot,,
不会的,不會的,bú huì de,No way,,
父亲,父親,fùqin,Father,,
