哇哦,哇哦,wā ō,Wow,,
别动,別動,bié dòng,Don't move!,,
你们好,你們好,nǐmen hǎo,Hello (you all),,
生日快乐,生日快樂,shēngrì kuàilè,Happy birthday,,
该死的,該死的,gāisǐ de,Damn it!,,
等一下,等一下,děng yíxià,Wait a second!,,
去,去,qù,Go,,
我说,我說,wǒ shuō,I say,,
哦我的上帝,哦我的上帝,ó wǒ de shàngdì,"Oh, my God.",,
你干什么,你幹什麼,nǐ gàn shénme,What are you doing?,,
不不不,不不不,bù bù bù,"No, no, no",,
没有,沒有,méiyǒu,No!/Don't have,,
欢迎光临,歡迎光臨,huānyíng guānglín,Welcome,,
爸爸,爸爸,bàba,Dad?,,
发生什么事了,發生什麼事了,fāshēng shénme shì le,What happened?,,
太好了,太好了,tài hǎo le,Great!,,
放手,放手,fàng shǒu,Let go,,
哈哈,哈哈,hā hā,Haha,,
謝謝你,謝謝你,xièxie nǐ,Thank you,,
去,去,qù,Go!,,
我发誓,我發誓,wǒ fā shì,I swear,,
你是什么意思,你是什麼意思,nǐ shì shénme yìsi,What do you mean?,,
对不起,對不起,duìbuqǐ,Sorry!,,
回来,回來,huílai,Come back,,
停车,停車,tíng chē,Stop the car,,
放松,放鬆,fàng sōng,Relax,,
哪里,哪裡,nǎ lǐ,Where,,
对吗,對嗎,duì ma,Right?,,
拜,拜,bài,Bye,,
你确定吗,你確定嗎,nǐ quèdìng ma,Are you sure?,,
他是谁,他是誰,tā shì shéi,Who is he?,,
姐姐,姐姐,jiějie,Older sister,,
拿去,拿去,ná qù,Take it,,
可以吗,可以嗎,kěyǐ ma,Is it okay?,,
我的,我的,wǒ de,My...,,
是的长官,是的長官,"shì de, zhǎngguān","Yes, sir",,
大家好,大家好,dàjiā hǎo,"Hello, everyone",,
看,看,kàn,Look!,,
救救我,救救我,jiùjiu wǒ,Help me,,
孩子,孩子,háizi,Child,,
很高兴认识你,很高興認識你,hěn gāoxìng rènshi nǐ,Nice to meet you,,
不行,不行,bù xíng,No way!,,
拜托了,拜託了,bàituō le,Please,,
出什么事了,出什麼事了,chū shénme shì le,What's wrong?,,
你什么意思,你什麼意思,nǐ shénme yìsi,What do you mean?,,
难以置信,難以置信,nányǐ zhìxìn,Unbelievable,,
他们来了,他們來了,tāmen lái le,They’re coming,,
请,請,qǐng,Please.,,
干什么,幹什麼,gàn shénme,What are you doing?,,
好耶,好耶,hǎo yé,Yay!,,
