哦,哦,ó。,oh.,None,
然后呢,然後呢,ránhòu ne,and then?,None,
请,請,qǐng,please; to request,None,
当然可以,當然可以,dāngrán kěyǐ,of course (you can),None,
不是吧,不是吧,bú shì ba,no way; really?,None,
再见,再見,zàijiàn。,goodbye.,None,
拜拜,拜拜,bàibai,bye-bye,None,
求求你,求求你,qiúqiú nǐ,please; I beg you,None,
让开,讓開,ràng kāi,move aside,None,
那是,那是,nà shì...,that's...,None,
我是,我是,wǒ shì,I am,None,
我是说,我是說,wǒ shì shuō...,I mean...,None,
相信我,相信我,xiāngxìn wǒ,trust me,None,
不,不,bù。,no.,None,
小心点,小心點,xiǎoxīn diǎn,be careful,None,
安静,安靜,ānjìng,quiet; be quiet,None,
约翰,約翰,Yuēhàn,John,None,
宝贝,寶貝,bǎobèi,baby; darling,None,
不不,不不,bù bù,"no, no",None,
当然,當然,dāngrán。,of course.,None,
看着我,看著我,kànzhe wǒ,look at me,None,
为什么呢,為什麼呢,wèishénme ne？,why?,None,
别,別,bié,don't,None,
不是的,不是的,bú shì de,no; that's not right,None,
喔,喔,ō！,oh!,None,
没有,沒有,méiyǒu。,no; don't have.,None,
她,她,tā...,she...,None,
停下,停下,tíng xià,stop,None,
开门,開門,kāi mén,open the door,None,
阿门,阿門,āmén,amen,None,
在,在,zài,at; in; to be (located),None,
不过,不過,bùguò...,but...,None,
你怎么了,你怎麼了,nǐ zěnme le,what's wrong with you?,None,
还好,還好,hái hǎo,okay; not bad,None,
给我,給我,gěi wǒ,give me,None,
是长官,是長官,shì，zhǎngguān,"Yes, sir.",None,
去你的,去你的,qù nǐ de,screw you,None,
不用,不用,bú yòng,no need,None,
咦,咦,yí？,huh?,None,
我知道,我知道,wǒ zhīdào。,I know.,None,
二,二,èr,two,None,
趴下,趴下,pā xià,get down,None,
那就好,那就好,nà jiù hǎo,that's good then,None,
怎麼了,怎麼了,zěnme le,what's wrong?,None,
干嘛,幹嘛,gànmá,what for? why?,None,
滚开,滾開,gǔn kāi,go away; beat it,None,
别说了,別說了,bié shuō le,stop talking,None,
行了,行了,xíng le,enough; that'll do,None,
就是,就是,jiù shì,exactly; just,None,
非常好,非常好,fēicháng hǎo,very good; excellent,None,
