搞什么,搞什麼,gǎo shénme,what are you doing?; what the heck?,,
起来,起來,qǐ lái,get up!,,
哥,哥,gē,older brother; bro,,
你觉得呢,你覺得呢,nǐ juéde ne,what do you think?,,
你想要什么,你想要什麼,nǐ xiǎng yào shénme,what do you want?,,
稍等,稍等,shāo děng,just a moment,,
这是怎么回事,這是怎麼回事,zhè shì zěnme huí shì,what's going on?,,
看看这个,看看這個,kànkan zhège,look at this,,
还没,還沒,hái méi,not yet,,
额,額,é...,uh...,,
救命啊,救命啊,jiù mìng a,help!,,
是的先生,是的先生,shì de xiānsheng,"yes, sir",,
干,幹,gàn,to do (slang); work,,
拜托,拜託,bàituō,please!; come on!,,
导演,導演,dǎoyǎn,director,,
对,對,duì,right; correct,,
兄弟,兄弟,xiōngdì,brother; buddy,,
我来,我來,wǒ lái,I'll do it,,
我懂了,我懂了,wǒ dǒng le,I understand,,
你好啊,你好啊,nǐ hǎo a,hello there,,
了解,了解,liǎojiě,understand,,
我要,我要,wǒ yào...,I want...,,
就是他,就是他,jiù shì tā,that's him,,
把枪放下,把槍放下,bǎ qiāng fàng xià,put the gun down,,
可恶,可惡,kěwù,damn it!,,
我告诉你,我告訴你,wǒ gàosu nǐ,I'm telling you,,
那边,那邊,nà biān,over there,,
再见,再見,zài jiàn,goodbye!,,
安全,安全,ānquán,safety; safe,,
漂亮,漂亮,piàoliang,pretty; beautiful,,
停下,停下,tíng xià,stop!,,
谁啊,誰啊,shéi a,who is it?,,
是的先生,是的先生,shì de xiānsheng,"yes, sir",,
真漂亮,真漂亮,zhēn piàoliang,really pretty,,
好样的,好樣的,hǎo yàng de,well done!,,
打扰了,打擾了,dǎrǎo le,sorry to bother you,,
安娜,安娜,ān nà,Anna,,
麦克,麥克,mài kè,Mike,,
等下,等下,děng xià,wait a sec,,
我愿意,我願意,wǒ yuànyì,I'm willing,,
嘘,噓,xū,shh!,,
乔治,喬治,qiáo zhì,George,,
到了,到了,dào le,arrived,,
好呀,好呀,hǎo ya,sure; okay,,
不许动,不許動,bù xǔ dòng,don't move,,
怎么可能,怎麼可能,zěnme kěnéng,how is that possible?,,
我很抱歉,我很抱歉,wǒ hěn bàoqiàn,I'm very sorry,,
让我来,讓我來,ràng wǒ lái,let me do it,,
等待,等待,děngdài,to wait,,
我有,我有,wǒ yǒu,I have,,
