知道了,知道了,zhī dào le,got it; understood,,
那,那,nà...,well then...; in that case...,,
什么意思,什麼意思,shénme yìsi?,what do you mean?,,
先生,先生,xiānsheng,sir; Mr.,,
恩,恩,ēn,uh-huh; mm-hm,,
住手,住手,zhùshǒu,stop!,,
我很抱歉,我很抱歉,wǒ hěn bàoqiàn,I'm very sorry,,
是我,是我,shì wǒ,it's me,,
对不起,對不起,duìbuqǐ,sorry,,
看,看,kàn,look; see,,
你还好吗,你還好嗎,nǐ hái hǎo ma?,are you okay?,,
你是谁,你是誰,nǐ shì shéi?,who are you?,,
喂,喂,wèi!,hello?; hey!,,
混蛋,混蛋,húndàn,bastard; jerk,,
妈,媽,mā,mom,,
够了,夠了,gòu le,enough!,,
这个,這個,zhège...,this...,,
没事的,沒事的,méi shì de,it's okay; it's fine,,
我没事,我沒事,wǒ méi shì,I'm fine,,
操,操,cào,f**k,,
救命,救命,jiùmìng,help!,,
明白,明白,míngbai,understand; clear,,
来吧,來吧,lái ba!,come on!,,
别动,別動,bié dòng,don't move,,
放开我,放開我,fàngkāi wǒ,let me go,,
这,這,zhè...,this...,,
听我说,聽我說,tīng wǒ shuō,listen to me,,
可是,可是,kěshì...,but...,,
亲爱的,親愛的,qīn'ài de,dear; darling,,
嗯,嗯,èn,mm-hm.,,
是,是,shì,yes.,,
不可能,不可能,bù kěnéng,impossible,,
怎么样,怎麼樣,zěnmeyàng,how is it?; how about,,
好极了,好極了,hǎo jí le,great!,,
我只是,我只是,wǒ zhǐ shì...,I just...,,
可恶,可惡,kěwù,damn; hateful,,
你知道吗,你知道嗎,nǐ zhīdào ma?,do you know?,,
我的天,我的天,wǒ de tiān,my god,,
可以,可以,kěyǐ,can; may; okay,,
好的,好的,hǎo de,okay.,,
他,他,tā...,he...,,
怎么,怎麼,zěnme?,how?; what's up?,,
你看,你看,nǐ kàn,look; see,,
坐下,坐下,zuò xià,sit down,,
哇,哇,wā!,wow!,,
爸,爸,bà,dad,,
收到,收到,shōu dào,received; copy that,,
谢了,謝了,xiè le,thanks,,
求你了,求你了,qiú nǐ le,please; I'm begging you,,
干杯,乾杯,gānbēi,cheers!,,
